"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL1796495";"";"None";"544.06";"1";"1.26";"8AJ";"CC(=O)Nn1c(Cc2c(NCCC(=O)O)sc3c2CCCC3)nnc1SCC(=O)NNC(=O)CCl";"IC50";"'='";"265.0";"nM";"6.58";"";"";"UO_0000065";"12.09";"0.26";"5.32";"3.93";"0";"CHEMBL1799141";"Inhibition of CDK5/p25 assessed as [33P]gamma-ATP incorporation into biotinylated PKTPKKAKKL substrate after 60 mins by scintillation counting";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1795325";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";"";""
"CHEMBL211803";"";"None";"391.46";"0";"2.41";"7g";"COc1ccc(Cn2cnc3ccc4nc(C5=NCCN5)sc4c3c2=O)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL867238";"Inhibition of CDK5/p25 in presence of 15 uM ATP";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1138085";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL215919";"";"None";"417.52";"0";"4.40";"(R)-DRF053";"CC[C@H](CO)Nc1nc(Nc2cccc(-c3ccccn3)c2)c2ncn(C(C)C)c2n1";"IC50";"'='";"215.0";"nM";"6.67";"";"";"UO_0000065";"15.97";"0.29";"2.27";"6.62";"0";"CHEMBL4309973";"Inhibition of GST-tagged CDK5/p25 (unknown origin) expressed in Baculovirus infected Sf9 cells using histone H1 as substrate as substrate in presence of [gamma-33P]-ATP by radiometric filter binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4308846";"1";"Scientific Literature";"J Med Chem";"2018";"CHEMBL3308860";"";""
"CHEMBL121957";"";"None";"442.18";"0";"4.95";"38";"O=C1Cc2c([nH]c3ccc(C(F)(F)F)cc23)-c2cc(I)ccc2N1";"IC50";"'='";"6998.42";"nM";"5.16";"";"";"UO_0000065";"11.66";"0.29";"0.20";"11.48";"0";"CHEMBL663616";"Inhibitory activity against cyclin-dependent kinase 5/p25";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1148295";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";""
"CHEMBL4098255";"";"None";"449.47";"0";"3.55";"8s";"Cc1cccc(C(=O)N[C@H]2C[C@@H](n3cnc4c(NCc5ccc(F)c(F)c5)ncnc43)C2)n1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"17.55";"0.33";"4.34";"8.08";"0";"CHEMBL4046564";"Inhibition of CDK5/p35 (unknown origin) using ULingt-4E-BP as substrate after 1 hr in presence of ATP by fluorescence assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4043187";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";""
"CHEMBL4105016";"";"None";"476.54";"0";"4.03";"7q";"O=C(N[C@H]1C[C@@H](n2cnc3c(NCc4cccnc4)ncnc32)C1)c1cccc(-c2ccccc2)n1";"IC50";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"15.76";"0.28";"3.48";"6.79";"0";"CHEMBL4046564";"Inhibition of CDK5/p35 (unknown origin) using ULingt-4E-BP as substrate after 1 hr in presence of ATP by fluorescence assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4043187";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";""
"CHEMBL179219";"";"None";"275.31";"0";"4.66";"7a";"Cc1cnc2oc3ccc(O)cc3c2c1-c1ccccc1";"IC50";"";"";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL828565";"Inhibitory concentration tested against Cyclin-dependent kinase 5; NA: not active";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1144308";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";""
"CHEMBL3785575";"";"None";"336.40";"0";"3.71";"36";"Cc1ccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)nc1";"IC50";"'='";"44.0";"nM";"7.36";"";"";"UO_0000065";"21.87";"0.40";"3.65";"9.90";"0";"CHEMBL3787886";"Inhibition of human recombinant CDK5/p25 using histone H1 as substrate";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3784980";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";"";""
"CHEMBL4243080";"";"None";"425.49";"0";"4.84";"55; NSC 781334";"O=C1C2=C(C(=O)N1O)c1cn(c3ccccc13)CCCCCCn1cc2c2ccccc21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4234041";"Inhibition of recombinant full length human CDK5/p25 expressed in bacteria using histone H1 as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4229455";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";""
"CHEMBL1910200";"";"None";"365.41";"0";"3.40";"23";"CS(=O)(=O)c1ccc(-c2cncc(-c3cc4ccc(O)cc4[nH]3)n2)cc1";"IC50";"'='";"2600.0";"nM";"5.58";"";"";"UO_0000065";"15.28";"0.29";"2.19";"5.82";"0";"CHEMBL1912880";"Inhibition of human recombinant CDK5/p25 using histone H1 and [33P-gamma]-ATP after 30 mins by scintillation counting";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1909497";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";"";""
"CHEMBL4062683";"";"None";"362.42";"0";"0.77";"11q";"CC[C@@H](CO)Nc1ccc2ncc(-c3ccnc(S(C)(=O)=O)n3)n2n1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4041957";"Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4041493";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";""
"CHEMBL211445";"";"None";"309.30";"0";"4.57";"8b";"Cn1c(O)c(-c2[nH]c3ccccc3c2N=O)c2cccc(F)c21";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL867889";"Inhibition of mammalian CDK5/p25";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1137414";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";""
"CHEMBL210161";"";"None";"402.19";"0";"3.81";"6e";"Cn1c(O)c(C2=Nc3ccccc3C2=O)c2cccc(I)c21";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL867889";"Inhibition of mammalian CDK5/p25";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1137414";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";""
"CHEMBL419273";"";"None";"269.30";"0";"2.95";"29";"COc1ccc(-c2[nH]c3nccnc3c2C)cc1OC";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"22.28";"0.41";"3.05";"10.00";"0";"CHEMBL663599";"Inhibitory activity against recombinant mammalian cyclin-dependent kinase 5 (p35 NCK5a) expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1145099";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL2314456";"";"None";"342.41";"0";"2.12";"4e";"CC[C@H](CO)Nc1nc(Nc2ccncn2)c2ncn(C(C)C)c2n1";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"16.78";"0.31";"3.62";"5.05";"0";"CHEMBL2320636";"Inhibition of recombinant human CDK5/p25 after 30 mins by scintillation counting";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL2311464";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";""
"CHEMBL569586";"";"None";"425.49";"0";"3.75";"25";"O=C(Cc1cccc2ccccc12)Nc1cn([C@H]2C[C@@H](NC(=O)c3cccnc3)C2)cn1";"IC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"17.24";"0.31";"3.59";"8.25";"0";"CHEMBL1048133";"Inhibition of CDK5/p25 by scintillation proximity assay";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1156006";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";""
"CHEMBL571523";"";"None";"301.35";"0";"1.77";"16";"COc1ccc(CC(=O)Nc2cn([C@H]3C[C@H](O)C3)cn2)cc1";"IC50";"'='";"1090.0";"nM";"5.96";"";"";"UO_0000065";"19.79";"0.37";"4.19";"7.81";"0";"CHEMBL1048133";"Inhibition of CDK5/p25 by scintillation proximity assay";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1156006";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";""
"CHEMBL174068";"";"None";"353.77";"0";"3.93";"6-chloroindirubin-3'-acetoxime";"CC(=O)O/N=C1/C(c2c(O)[nH]c3cc(Cl)ccc23)=Nc2ccccc21";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"18.94";"0.37";"2.77";"7.70";"0";"CHEMBL663602";"Inhibitory activity against Cyclin-dependent kinase 5-p35nck5a";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1148469";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";""
"CHEMBL114396";"";"None";"322.32";"0";"3.21";"3";"COc1ccc2c(c1)C(=O)C(c1[nH]c3ccc(OC)cc3c1O)=N2";"IC50";"'='";"26000.0";"nM";"4.58";"";"";"UO_0000065";"14.23";"0.26";"1.38";"5.46";"0";"CHEMBL663605";"Inhibition of Cyclin-dependent kinase 5-p35nck5a";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1149190";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";""
"CHEMBL95477";"";"None";"343.18";"0";"3.80";"11";"O=C1Cc2c([nH]c3ccc(Br)cc23)-c2cccc(O)c2N1";"IC50";"'='";"849180.48";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL663616";"Inhibitory activity against cyclin-dependent kinase 5/p25";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1148295";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";""
"CHEMBL98153";"";"None";"282.73";"0";"3.98";"4";"O=C1Cc2c([nH]c3ccc(Cl)cc23)-c2ccccc2N1";"IC50";"'='";"799.83";"nM";"6.10";"";"";"UO_0000065";"21.56";"0.42";"2.12";"13.58";"0";"CHEMBL663616";"Inhibitory activity against cyclin-dependent kinase 5/p25";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1148295";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";""
"CHEMBL116545";"";"None";"323.31";"0";"3.25";"64";"COc1ccc2c(c1)NC(=O)Cc1c-2[nH]c2ccc([N+](=O)[O-])cc12";"IC50";"'='";"629.51";"nM";"6.20";"";"";"UO_0000065";"19.18";"0.35";"2.95";"6.38";"0";"CHEMBL663616";"Inhibitory activity against cyclin-dependent kinase 5/p25";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1148295";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";""
"CHEMBL1796350";"";"None";"534.06";"1";"3.64";"6E";"COC(=O)CSc1nnc(Cc2c(NC(=O)CCl)sc3c2CCCC3)n1NC(=O)c1ccccc1";"IC50";"'='";"681.0";"nM";"6.17";"";"";"UO_0000065";"11.55";"0.24";"2.53";"5.35";"0";"CHEMBL1799141";"Inhibition of CDK5/p25 assessed as [33P]gamma-ATP incorporation into biotinylated PKTPKKAKKL substrate after 60 mins by scintillation counting";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1795325";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";"";""
"CHEMBL170640";"";"None";"401.18";"1";"5.09";"6-Bromo-5-nitroindirubin-3'-oxime";"O=Nc1c(-c2c(O)[nH]c3cc(Br)c([N+](=O)[O-])cc23)[nH]c2ccccc12";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"17.01";"0.37";"1.73";"5.49";"0";"CHEMBL663602";"Inhibitory activity against Cyclin-dependent kinase 5-p35nck5a";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1148469";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";""
"CHEMBL539451";"";"None";"258.24";"0";"0.75";"8";"CC(=O)Nc1nc2[nH]nc(NC(C)=O)c2cc1C#N";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1057275";"Inhibition of human recombinant CDK5/P25 by scintillation counting";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1153477";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";""
"CHEMBL3408799";"";"None";"347.23";"0";"4.80";"1g";"Nc1ncnc2c1sc1ncc(-c3ccc(Cl)cc3Cl)cc12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3412947";"Inhibition of human recombinant CDK5/p25 after 30 mins by scintillation counting analysis in presence of [gamma-33P]ATP";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3407423";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL115649";"";"None";"318.40";"0";"2.49";"32";"Cc1ccc(-c2nc(NC(=O)NN3CCOCC3)cs2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL663600";"Ability to inhibit Cyclin-dependent kinase 5-p35.";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1136288";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL2180843";"";"None";"398.47";"1";"5.07";"25";"O=C(Nc1ccc(-c2ccccc2)cn1)Nc1cccc2c1C1CCCCN1C2=O";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"13.55";"0.25";"0.33";"7.26";"0";"CHEMBL2188998";"Inhibition of human recombinant CDK5/p25 using histone H1 as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL2177089";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";""
"CHEMBL316940";"";"None";"327.18";"0";"4.09";"2";"O=C1Cc2c([nH]c3ccccc23)-c2cc(Br)ccc2N1";"IC50";"'='";"5000.35";"nM";"5.30";"";"";"UO_0000065";"16.20";"0.36";"1.21";"11.81";"0";"CHEMBL663615";"Inhibition of Cyclin-dependent kinase 5-p35nck5a";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1148295";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";""
"CHEMBL260656";"";"None";"263.30";"0";"2.73";"15a";"Cn1c2c(c3ccccc31)CC(=O)Nc1cccnc1-2";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"20.98";"0.38";"2.79";"11.77";"0";"CHEMBL928296";"Inhibition of recombinant CDK5/p25 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1144697";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";""
"CHEMBL224386";"";"None";"320.40";"0";"2.06";"20c";"COCCNc1nc(NC(=O)C(C)C)nc2c1ncn2C(C)C";"IC50";"'='";"7000.0";"nM";"5.16";"";"";"UO_0000065";"16.09";"0.31";"3.09";"5.49";"0";"CHEMBL904415";"Inhibition of recombinant mammalian CDK5/p25 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1144519";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";""
"CHEMBL1910191";"";"None";"364.43";"0";"4.01";"38";"CS(=O)(=O)c1ccc(-c2cncc(-c3cc4cc(O)ccc4[nH]3)c2)cc1";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"15.76";"0.30";"1.73";"6.92";"0";"CHEMBL1912880";"Inhibition of human recombinant CDK5/p25 using histone H1 and [33P-gamma]-ATP after 30 mins by scintillation counting";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1909497";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";"";""
"CHEMBL1910195";"";"None";"302.33";"0";"4.31";"11";"Oc1ccc(-c2cncc(-c3cc4ccc(O)cc4[nH]3)c2)cc1";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"22.48";"0.40";"2.49";"9.83";"0";"CHEMBL1912880";"Inhibition of human recombinant CDK5/p25 using histone H1 and [33P-gamma]-ATP after 30 mins by scintillation counting";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1909497";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";"";""
"CHEMBL3884250";"";"None";"273.30";"0";"3.75";"17d";"COc1cccc2[nH]c3c4ccncc4cc(C#N)c3c12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3875854";"Inhibition of human recombinant CDK5/p25 using histone H1 as substrate after 30 mins in presence of [gamma-33 P] ATP by liquid scintillation counting analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3875174";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";"";""
"CHEMBL119812";"";"None";"310.40";"0";"2.24";"35";"O=C(Nc1csc(-c2cccs2)n1)NN1CCOCC1";"IC50";"'='";"30000.0";"nM";"4.52";"";"";"UO_0000065";"14.57";"0.31";"2.28";"6.80";"0";"CHEMBL663600";"Ability to inhibit Cyclin-dependent kinase 5-p35.";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1136288";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL14762";"SELICICLIB";"2.0";"354.46";"0";"3.20";"Roscovitine/CYC-202";"CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1";"IC50";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"18.53";"0.35";"3.37";"7.47";"1";"CHEMBL993952";"Inhibition of human recombinant CDK5/p25 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1143353";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";""
"CHEMBL3787061";"";"None";"405.50";"0";"4.00";"45";"O=C(Nc1cccc(CN2CCCC2)n1)Nc1cccc2c1C1CCCCN1C2=O";"IC50";"'='";"5100.0";"nM";"5.29";"";"";"UO_0000065";"13.05";"0.24";"1.29";"6.82";"0";"CHEMBL3787886";"Inhibition of human recombinant CDK5/p25 using histone H1 as substrate";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3784980";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";"";""
"CHEMBL1081244";"";"None";"376.42";"0";"2.29";"7a";"CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCC/N=C/c1ccccc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1115722";"Inhibition of human CDK5/p25";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1153707";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";""
"CHEMBL1081219";"";"None";"436.47";"0";"1.73";"8d";"CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1NCCNCc1ccc2c(c1)OCCO2";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1115722";"Inhibition of human CDK5/p25";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1153707";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";""
"CHEMBL1081014";"";"None";"466.49";"0";"2.32";"7h";"COc1cc(/C=N/CCNC2=N/C(=C\c3ccc4c(c3)OCO4)C(=O)N2C)cc(OC)c1OC";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1115722";"Inhibition of human CDK5/p25";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1153707";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";""
