"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL77469";"";"None";"285.35";"0";"4.22";"44";"c1ccc(Cc2c(-c3ccccc3)[nH]c3nccnc23)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL663599";"Inhibitory activity against recombinant mammalian cyclin-dependent kinase 5 (p35 NCK5a) expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1145099";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL596037";"";"None";"401.18";"0";"3.32";"23";"O=C1Nc2c(Br)cc([N+](=O)[O-])cc2/C1=C1/Nc2ccccc2/C1=N\O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1044713";"Inhibition of GST-fused CDK5/p25 expressed in Escherichia coli assessed as [gamma-33P]ATP incorporation after 10 mins by scintillation counting";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1152528";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";""
"CHEMBL77584";"";"None";"211.22";"0";"2.28";"11";"Oc1ccccc1-c1cc2[nH]ccnc-2n1";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"26.15";"0.47";"3.24";"8.94";"0";"CHEMBL663599";"Inhibitory activity against recombinant mammalian cyclin-dependent kinase 5 (p35 NCK5a) expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1145099";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL411704";"";"None";"307.32";"0";"1.51";"variolin B";"COc1ccnc2c1c(-c1ccnc(N)n1)c1ccnc(N)n12";"IC50";"'='";"90.0";"nM";"7.05";"";"";"UO_0000065";"22.93";"0.42";"5.54";"6.01";"0";"CHEMBL947133";"Inhibition of recombinant GST-CDK5/p25 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1141564";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";""
"CHEMBL270687";"MERIOLIN 5";"None";"269.31";"0";"2.39";"1e, meriolin 5";"CCCOc1ccnc2[nH]cc(-c3ccnc(N)n3)c12";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"31.65";"0.58";"6.13";"9.50";"1";"CHEMBL947133";"Inhibition of recombinant GST-CDK5/p25 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1141564";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";""
"CHEMBL406464";"MERIOLIN 4";"None";"255.28";"0";"2.00";"1d, meriolin 4";"CCOc1ccnc2[nH]cc(-c3ccnc(N)n3)c12";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"32.52";"0.60";"6.30";"9.25";"0";"CHEMBL947133";"Inhibition of recombinant GST-CDK5/p25 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1141564";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";""
"CHEMBL441733";"";"None";"328.17";"0";"4.36";"24b";"O=C1Cc2c(oc3ccc(Br)cc23)-c2ccccc2N1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL928296";"Inhibition of recombinant CDK5/p25 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1144697";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";""
"CHEMBL260657";"";"None";"267.26";"0";"2.86";"13d";"O=C1Cc2c([nH]c3ccc(F)cc23)-c2cnccc2N1";"IC50";"'='";"260.0";"nM";"6.58";"";"";"UO_0000065";"24.64";"0.45";"3.73";"11.40";"0";"CHEMBL928296";"Inhibition of recombinant CDK5/p25 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1144697";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";""
"CHEMBL4442620";"RONICICLIB";"2.0";"430.45";"0";"3.96";"6; BAY-1000394";"C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=N)(=O)C3CC3)cc2)ncc1C(F)(F)F";"IC50";"'<'";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL3856473";"Inhibition of recombinant human full length N-terminal His6-tagged CDK5/N-terminal GST-tagged p25 expressed in baculovirus infected Sf21 insect cells using histone H1 as substrate";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3856187";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";""
"CHEMBL189963";"PALBOCICLIB";"4.0";"447.54";"0";"2.97";"1; PD-0332991";"CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL3856464";"Inhibition of CDK5/p25 (unknown origin) expressed in baculovirus infected insect cells using GST-tagged pRB (792 to 928 residues) as substrate preincubated for 2 mins followed by [gamma32P]ATP addition measured after 15 mins by beta counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3856187";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";""
"CHEMBL224257";"";"None";"396.45";"0";"2.95";"18d";"COc1ccc(CNc2nc(NC(=O)CC(C)=O)nc3c2ncn3C(C)C)cc1";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"14.62";"0.27";"2.85";"5.22";"0";"CHEMBL904415";"Inhibition of recombinant mammalian CDK5/p25 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1144519";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";""
"CHEMBL4871059";"";"None";"349.37";"0";"2.64";"9";"CN(C)c1nccn2c(-c3cnc(N)nc3)c(-c3ccc(F)cc3)nc12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4814490";"Inhibition of human recombinant CDK5/ p25 expressed in bacterial expression system using histone H1 as substrate in presence of ATP measured after 30 mins by ADP-Glo assay";"A";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4813913";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 0.5 hr";""
"CHEMBL4861166";"";"None";"470.56";"0";"2.01";"132";"CN1CCC(N(CC(=O)O)c2ccc3cnc(Nc4cccc(S(N)(=O)=O)c4)cc3n2)CC1";"IC50";"'<'";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4833437";"Inhibition of full length human CDK5 (1 to 292 residues)/p25 expressed in baculovirus expression system using FL peptide 29 as a substrate preincubated for 30 mins followed by substrate addition incubated for 60 mins in the presence of ATP by mobility shift assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4831533";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"TIME = 1.5 hr";"INHIBITOR"
"CHEMBL387759";"";"None";"334.42";"0";"1.85";"23b";"COCCNc1nc(C(=O)NCC(C)C)nc2c1ncn2C(C)C";"IC50";"'='";"16000.0";"nM";"4.80";"";"";"UO_0000065";"14.34";"0.27";"2.95";"5.10";"0";"CHEMBL904415";"Inhibition of recombinant mammalian CDK5/p25 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1144519";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";""
"CHEMBL224695";"";"None";"386.89";"0";"3.81";"22c";"CC(C)NC(=O)c1nc(NCc2ccc(Cl)cc2)c2ncn(C(C)C)c2n1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"14.73";"0.29";"1.89";"6.73";"0";"CHEMBL904415";"Inhibition of recombinant mammalian CDK5/p25 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1144519";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";""
"CHEMBL76741";"";"None";"323.44";"1";"5.15";"41";"CCCCCCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL663599";"Inhibitory activity against recombinant mammalian cyclin-dependent kinase 5 (p35 NCK5a) expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1145099";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL268368";"STAUROSPORINE AGLYCON";"None";"325.33";"0";"3.84";"Arcyriaflavin A";"O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21";"IC50";"'='";"936.0";"nM";"6.03";"";"";"UO_0000065";"18.53";"0.33";"2.19";"7.75";"0";"CHEMBL4309973";"Inhibition of GST-tagged CDK5/p25 (unknown origin) expressed in Baculovirus infected Sf9 cells using histone H1 as substrate as substrate in presence of [gamma-33P]-ATP by radiometric filter binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4308846";"1";"Scientific Literature";"J Med Chem";"2018";"CHEMBL3308860";"";""
"CHEMBL1276446";"";"None";"449.52";"0";"3.90";"GW8510";"O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1";"IC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"18.14";"0.36";"4.25";"7.21";"0";"CHEMBL4309973";"Inhibition of GST-tagged CDK5/p25 (unknown origin) expressed in Baculovirus infected Sf9 cells using histone H1 as substrate as substrate in presence of [gamma-33P]-ATP by radiometric filter binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4308846";"1";"Scientific Literature";"J Med Chem";"2018";"CHEMBL3308860";"";""
"CHEMBL4239321";"";"None";"399.45";"0";"4.38";"53; NSC 775307";"CC(C)n1cc(C2=C(c3cn(C)c4ccccc34)C(=O)N(O)C2=O)c2ccccc21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4234041";"Inhibition of recombinant full length human CDK5/p25 expressed in bacteria using histone H1 as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4229455";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";""
"CHEMBL4860872";"";"None";"331.38";"0";"2.50";"20";"CN(C)c1nccn2c(-c3ccnc(N)n3)c(-c3ccccc3)nc12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4814500";"Inhibition of human recombinant CDK5/ p25 expressed in bacterial expression system using histone H1 as substrate in presence of [gamma-33P]ATP by radiometric assay";"A";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4813913";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";""
"CHEMBL4869775";"";"None";"408.53";"0";"4.39";"118";"CCOC(=O)c1cccc(Nc2cc3nc(SC4CCNCC4)ccc3cn2)c1";"IC50";"'<'";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4833437";"Inhibition of full length human CDK5 (1 to 292 residues)/p25 expressed in baculovirus expression system using FL peptide 29 as a substrate preincubated for 30 mins followed by substrate addition incubated for 60 mins in the presence of ATP by mobility shift assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4831533";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"TIME = 1.5 hr";"INHIBITOR"
"CHEMBL412255";"";"None";"277.33";"0";"3.22";"15b";"CCn1c2c(c3ccccc31)CC(=O)Nc1cccnc1-2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL928296";"Inhibition of recombinant CDK5/p25 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1144697";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";""
"CHEMBL4249393";"";"None";"385.42";"0";"4.37";"52; NSC 775308";"CC(C)n1cc(C2=C(c3c[nH]c4ccccc34)C(=O)N(O)C2=O)c2ccccc21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4234041";"Inhibition of recombinant full length human CDK5/p25 expressed in bacteria using histone H1 as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4229455";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";""
"CHEMBL426972";"";"None";"260.36";"0";"3.45";"BML259";"CC(C)c1cnc(NC(=O)Cc2ccccc2)s1";"IC50";"'='";"458.0";"nM";"6.34";"";"";"UO_0000065";"24.35";"0.48";"2.89";"15.10";"0";"CHEMBL4309973";"Inhibition of GST-tagged CDK5/p25 (unknown origin) expressed in Baculovirus infected Sf9 cells using histone H1 as substrate as substrate in presence of [gamma-33P]-ATP by radiometric filter binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4308846";"1";"Scientific Literature";"J Med Chem";"2018";"CHEMBL3308860";"";""
"CHEMBL3735315";"";"None";"452.59";"0";"4.94";"16l";"CN1CCN(c2ccc3nc(-c4cccc(-c5ccsc5)c4)c(-c4ccncc4)n3n2)CC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3736772";"Inhibition of human recombinant CDK5/P25 expressed in Escherichia coli using histone H1 substrate after 30 mins by scintillation and luminescence counting method in presence of [gamma-33P]ATP";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3734718";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL3735817";"";"None";"452.59";"0";"4.94";"16k";"CN1CCN(c2ccc3nc(-c4cccc(-c5cccs5)c4)c(-c4ccncc4)n3n2)CC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3736772";"Inhibition of human recombinant CDK5/P25 expressed in Escherichia coli using histone H1 substrate after 30 mins by scintillation and luminescence counting method in presence of [gamma-33P]ATP";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3734718";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL3735563";"";"None";"464.57";"0";"4.76";"16h";"CCOc1ccc2c(-c3nc4ccc(N5CCN(C)CC5)nn4c3-c3ccncc3)cccc2c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3736772";"Inhibition of human recombinant CDK5/P25 expressed in Escherichia coli using histone H1 substrate after 30 mins by scintillation and luminescence counting method in presence of [gamma-33P]ATP";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3734718";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL506669";"";"None";"302.36";"0";"2.39";"12a";"CCOC(=N)c1nc2ccc3ncn(CC)c(=O)c3c2s1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL951784";"Inhibition of CDK5/p25";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1140958";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";""
"CHEMBL510863";"";"None";"316.39";"0";"2.95";"13a";"CCOC(=N)c1nc2ccc3ncn(C(C)C)c(=O)c3c2s1";"IC50";"'='";"43000.0";"nM";"4.37";"";"";"UO_0000065";"13.80";"0.27";"1.42";"5.40";"0";"CHEMBL951784";"Inhibition of CDK5/p25";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1140958";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";""
"CHEMBL454130";"";"None";"363.45";"0";"3.14";"14b";"CCn1cnc2ccc3nc(C(=N)NCc4ccccc4)sc3c2c1=O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL951784";"Inhibition of CDK5/p25";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1140958";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";""
"CHEMBL306498";"ALOISINE";"None";"281.36";"0";"3.98";"38";"CCCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"20.70";"0.38";"1.84";"11.46";"0";"CHEMBL663599";"Inhibitory activity against recombinant mammalian cyclin-dependent kinase 5 (p35 NCK5a) expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1145099";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL77217";"";"None";"271.75";"0";"4.40";"37";"CC(C)c1c(-c2ccc(Cl)cc2)[nH]c2nccnc12";"IC50";"'='";"13000.0";"nM";"4.89";"";"";"UO_0000065";"17.98";"0.35";"0.49";"11.75";"1";"CHEMBL663599";"Inhibitory activity against recombinant mammalian cyclin-dependent kinase 5 (p35 NCK5a) expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1145099";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL77066";"";"None";"225.25";"0";"2.59";"14";"COc1ccc(-c2cc3[nH]ccnc-3n2)cc1";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"23.96";"0.43";"2.81";"10.63";"0";"CHEMBL663599";"Inhibitory activity against recombinant mammalian cyclin-dependent kinase 5 (p35 NCK5a) expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1145099";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL453129";"";"None";"378.46";"0";"4.13";"13d";"CC(C)n1cnc2ccc3nc(C(=N)OCc4ccccc4)sc3c2c1=O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL951784";"Inhibition of CDK5/p25";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1140958";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";""
"CHEMBL4081787";"";"None";"377.40";"0";"3.79";"3f";"COc1ccc(-c2cc(Nc3ncnc4cc(OC)c(OC)cc34)n[nH]2)cc1";"IC50";"'<'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4022011";"Inhibition of recombinant human CDK5/p25 expressed in Escherichia coli using histone H1 as substrate after 30 mins in presence of ATP by scintillation counting method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4020763";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";""
"CHEMBL4097381";"";"None";"296.29";"0";"1.99";"3b";"COc1cc2ncnc(Nc3n[nH]cc3C#N)c2cc1OC";"IC50";"'<'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4022011";"Inhibition of recombinant human CDK5/p25 expressed in Escherichia coli using histone H1 as substrate after 30 mins in presence of ATP by scintillation counting method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4020763";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";""
"CHEMBL189963";"PALBOCICLIB";"4.0";"447.54";"0";"2.97";"Palbociclib";"CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4309973";"Inhibition of GST-tagged CDK5/p25 (unknown origin) expressed in Baculovirus infected Sf9 cells using histone H1 as substrate as substrate in presence of [gamma-33P]-ATP by radiometric filter binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4308846";"1";"Scientific Literature";"J Med Chem";"2018";"CHEMBL3308860";"";""
"CHEMBL410936";"";"None";"249.27";"0";"3.59";"24a";"O=C1Cc2c(oc3ccccc23)-c2ccccc2N1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL928296";"Inhibition of recombinant CDK5/p25 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1144697";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";""
"CHEMBL260428";"";"None";"339.40";"0";"4.25";"16c";"O=C1Cc2c(n(Cc3ccccc3)c3ccccc23)-c2cnccc2N1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL928296";"Inhibition of recombinant CDK5/p25 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1144697";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";""
